kode_mk,nama_mk,minggu,materi,pustaka_tersedia,bab
TSI3103,Konsep Sistem Informasi,13/16,"Cloud (IaaS, PaaS, SaaS), Big Data 5V, analitik data","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management Informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Introduction to Inf | P3 = Stair, R. M., & Reynolds, G. W. (2020). Principles of Inform | P4 = Turban, E., Pollard, C., & Wood, G. (2018). Information Tech | P5 = Alter, S. (2016). Information Systems: A Management Perspect | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3103,Konsep Sistem Informasi,14/16,"IoT arsitektur, AI/ML, smart contract, cryptocurrency","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management Informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Introduction to Inf | P3 = Stair, R. M., & Reynolds, G. W. (2020). Principles of Inform | P4 = Turban, E., Pollard, C., & Wood, G. (2018). Information Tech | P5 = Alter, S. (2016). Information Systems: A Management Perspect | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3103,Konsep Sistem Informasi,15/16,"Analisis implementasi SI di perusahaan (e-commerce, fintech, kesehatan)","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management Informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Introduction to Inf | P3 = Stair, R. M., & Reynolds, G. W. (2020). Principles of Inform | P4 = Turban, E., Pollard, C., & Wood, G. (2018). Information Tech | P5 = Alter, S. (2016). Information Systems: A Management Perspect | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3103,Konsep Sistem Informasi,16/16,Seluruh materi (minggu 1-15),"P1 = Laudon, K. C., & Laudon, J. P. (2020). Management Informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Introduction to Inf | P3 = Stair, R. M., & Reynolds, G. W. (2020). Principles of Inform | P4 = Turban, E., Pollard, C., & Wood, G. (2018). Information Tech | P5 = Alter, S. (2016). Information Systems: A Management Perspect | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,1/16,"Definisi algoritma, karakteristik, representasi (flowchart, pseudocode), pengenalan bahasa pemrograman","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,2/16,"Simbol flowchart, struktur sequence, selection, repetition; contoh konversi","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,3/16,"Tipe data primitif (int, float, char, boolean), variabel, konstanta, operator aritmatika/logika/perbandingan","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,4/16,"If single, if-else, nested if, else-if, switch-case, operator ternary","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,5/16,"Perulangan for, while, do-while; nested loop; break, continue","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,6/16,"Definisi fungsi, parameter (by value, by reference), return value, scope variabel, rekursi dasar","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,7/16,"Deklarasi array, indeks, iterasi array, array multidimensi, array sebagai parameter fungsi","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,8/16,Materi Minggu 1-7,"P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,9/16,"Konsep sorting, bubble sort (logika, implementasi), selection sort","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,10/16,"Sequential search, binary search (syarat data terurut), kompleksitas sederhana","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,11/16,"Jenis error (syntax, runtime, logical), try-catch, throw, debugging dengan IDE","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,12/16,"Pengertian record/struct, deklarasi, akses anggota, array of struct","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,13/16,"Analisis masalah, perancangan algoritma, pembagian modul","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,14/16,"Coding, pengujian modul, integrasi","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,15/16,"Dokumentasi, presentasi, tanya jawab","P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3104,Pemrograman Dasar,16/16,Seluruh materi (minggu 1-15),"P1 = Deitel, P., & Deitel, H. (2019). C++ How to Program (10th ed | P2 = Sedgewick, R., & Wayne, K. (2015). Introduction to Programmi | P3 = Cormen, T. H., Leiserson, C. E., Rivest, R. L., & Stein, C.  | P4 = Stroustrup, B. (2013). The C++ Programming Language (4th ed. | P5 = Downey, A. B. (2015). Think Python: How to Think Like a Comp | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,1/16,"Definisi SI, data vs informasi, komponen SI, peran dalam organisasi","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,2/16,"Peran SI di level strategis, manajerial, operasional; keunggulan kompetitif","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,3/16,"Transaction Processing System, Management Information System, Decision Support System, Executive Information System","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,4/16,"Infrastruktur TI: server, storage, jaringan, sistem operasi, DBMS","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,5/16,"Cloud (IaaS, PaaS, SaaS), mobile apps, IoT devices","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,6/16,"Database, data warehouse, data mining, business intelligence","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,7/16,"E-commerce models, payment systems, marketplace, keamanan e-commerce","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,8/16,Materi Minggu 1–7,"P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,9/16,"Model pengambilan keputusan (Simon), decision support, business analytics","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,10/16,"Ancaman (malware, hacking), kontrol (akses, enkripsi, backup), kebijakan keamanan","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,11/16,"Etika informasi, privasi, UU PDP, HAKI, tanggung jawab sosial","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,12/16,"Pemilihan studi kasus (perusahaan manufaktur, ritel, jasa)","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,13/16,"Analisis SIM perusahaan, identifikasi masalah, rekomendasi","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,14/16,"Struktur laporan, lampiran, daftar pustaka","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,15/16,Presentasi hasil studi kasus,"P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3105,Sistem Informasi Manajemen,16/16,"Seluruh materi (keamanan, etika, studi kasus)","P1 = Laudon, K. C., & Laudon, J. P. (2020). Management informatio | P2 = O'Brien, J. A., & Marakas, G. M. (2017). Management informat | P3 = Turban, E., Pollard, C., & Wood, G. (2018). Information tech | P4 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P5 = McLeod, R., & Schell, G. P. (2014). Management information s | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,1/16,"Definisi TI, perbedaan data, informasi, pengetahuan","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,2/16,"Generasi 1-5, komputer modern, Moore's law","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,3/16,"CPU, RAM, ROM, HDD/SSD, monitor, keyboard, mouse, printer, scanner","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,4/16,"Motherboard, chipset, bus, port, ekspansi","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,5/16,"OS (Windows, Linux, macOS), aplikasi (office, grafis), programming language","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,6/16,"Biner, desimal, oktal, heksadesimal, konversi, representasi teks (ASCII, Unicode)","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,7/16,"LAN, MAN, WAN, topologi, TCP/IP, HTTP, DNS, IP address","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,8/16,Materi Minggu 1–7,"P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,9/16,"Confidentiality, Integrity, Availability, enkripsi, firewall, antivirus","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,10/16,"E-commerce, e-learning, e-government, e-health, smart city","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,11/16,"ERP, CRM, SCM, Big Data, AI, IoT","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,12/16,"Netiket, plagiarisme, hacking etis, whistleblowing","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,13/16,"UU ITE, UU PDP, perlindungan data pribadi, merek, paten","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,14/16,"Topik: AI, blockchain, cloud computing, cybersecurity, dll","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,15/16,Presentasi hasil makalah,"P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
TSI3106,Pengantar Teknologi Informasi,16/16,"Seluruh materi (keamanan, pemanfaatan, isu etika, presentasi)","P1 = Williams, B. K., & Sawyer, S. C. (2015). Using information t | P2 = Stair, R. M., & Reynolds, G. W. (2018). Principles of inform | P3 = Kadir, A. (2019). Pengantar teknologi informasi. Penerbit An | P4 = Shelly, G. B., & Vermaat, M. E. (2017). Discovering computer | P5 = Undang-Undang ITE (UU No. 11 Tahun 2008 jo. UU No. 19 Tahun  | P6 = Buku Kurikulum Prodi S1 Sistem Informasi ITEKES Bintang Pers",
